Class,Sensitivity (%),Specificity (%),Precision (%),Accuracy (%)
C1,72.69807280513919,38.47241867043847,60.95152603231598,57.95246800731262
C2,27.40899357601713,76.66098807495742,31.8407960199005,62.644728823887874
C3,8.333333333333332,96.957928802589,14.545454545454545,91.77330895795247
C4,21.0,97.92342634652823,39.62264150943396,93.23583180987202
C5,27.27272727272727,99.68691296180339,70.58823529411765,97.74527726995734
