Class,Sensitivity (%),Specificity (%),Precision (%),Accuracy (%)
C1,61.44144144144145,46.80511182108626,50.59347181008902,61.44144144144145
C2,35.18850987432675,70.83333333333334,51.85185185185185,35.18850987432675
C3,18.84057971014493,89.568345323741,10.077519379844961,18.84057971014493
