Class,Sensitivity (%),Specificity (%),Precision (%),Accuracy (%)
C1,96.5697240865026,27.864214992927867,71.74515235457064,72.8515625
C2,22.055674518201286,93.9911448450348,52.02020202020202,77.587890625
C3,0.0,100.0,0.0,95.3125
C4,4.0,98.97330595482546,16.666666666666664,94.3359375
C5,13.636363636363635,99.25149700598801,28.57142857142857,97.412109375
