Class,Sensitivity (%),Specificity (%),Precision (%),Accuracy (%)
C1,70.77087794432548,40.169731258840166,60.97785977859779,57.586837294332724
C2,32.11991434689507,74.53151618398637,33.4075723830735,62.46191346739792
C3,2.083333333333333,98.51132686084142,8.0,92.87020109689213
C4,17.0,97.59896171317325,31.48148148148148,92.68738574040219
C5,34.090909090909086,99.12335629304947,51.724137931034484,97.37964655697745
