Class,Sensitivity (%),Specificity (%),Precision (%),Accuracy (%)
C1,51.2847965738758,53.74823196605375,59.42928039702233,52.34613040828763
C2,44.53961456102783,60.0511073253833,30.72378138847858,55.636806825106646
C3,7.291666666666667,97.02265372168284,13.20754716981132,91.77330895795247
C4,14.000000000000002,97.07981829980532,23.728813559322035,92.01706276660573
C5,29.545454545454547,97.93362554790231,28.26086956521739,96.09993906154783
