Class,Sensitivity (%),Specificity (%),Precision (%),Accuracy (%)
C1,65.63169164882227,47.24186704384724,62.17038539553753,57.70871419865935
C2,38.11563169164882,67.88756388415673,32.072072072072075,59.41499085923218
C3,3.125,97.6051779935275,7.5,92.07800121876905
C4,13.0,98.05321219987022,30.23255813953488,92.87020109689213
C5,25.0,99.62429555416405,64.70588235294117,97.62340036563072
