Class,Sensitivity (%),Specificity (%),Precision (%),Accuracy (%)
C1,99.92542878448918,4.101838755304102,66.402378592666,66.845703125
C2,0.0,100.0,0.0,77.197265625
C3,0.0,100.0,0.0,95.3125
C4,1.0,100.0,100.0,95.166015625
C5,27.27272727272727,99.15169660678643,41.37931034482759,97.607421875
