Class,Sensitivity (%),Specificity (%),Precision (%),Accuracy (%)
C1,78.4796573875803,36.633663366336634,62.066045723962745,60.450944546008536
C2,27.40899357601713,80.23850085178876,35.55555555555556,65.20414381474711
C3,4.166666666666666,97.02265372168284,8.0,91.59049360146253
C4,13.0,98.96171317326412,44.827586206896555,93.72333942717856
C5,27.27272727272727,99.43644333124608,57.14285714285714,97.50152346130409
