Class,Sensitivity (%),Specificity (%),Precision (%),Accuracy (%)
C1,88.06860551826995,38.330975954738335,73.03648732220161,70.8984375
C2,28.051391862955033,88.04554079696395,40.9375,74.365234375
C3,7.291666666666667,98.3094262295082,17.5,94.04296875
C4,12.0,98.76796714579056,33.33333333333333,94.53125
C5,50.0,99.35129740518963,62.857142857142854,98.291015625
