Class,Sensitivity (%),Specificity (%),Precision (%),Accuracy (%)
C1,83.59433258762118,42.71570014144272,73.46002621231979,69.482421875
C2,35.33190578158458,82.28969006957621,37.07865168539326,71.58203125
C3,5.208333333333334,98.87295081967213,18.51851851851852,94.482421875
C4,10.0,99.33264887063655,43.47826086956522,94.970703125
C5,29.545454545454547,99.30139720558883,48.148148148148145,97.802734375
