Class,Sensitivity (%),Specificity (%),Precision (%),Accuracy (%)
C1,36.29550321199144,72.7015558698727,63.721804511278194,36.29550321199144
C2,25.910064239828696,78.96081771720614,32.880434782608695,25.910064239828696
C3,34.375,72.23300970873787,7.142857142857142,34.375
C4,13.0,94.02985074626866,12.380952380952381,13.0
C5,47.72727272727273,90.41953663118348,12.068965517241379,47.72727272727273
