Class,Sensitivity (%),Specificity (%),Precision (%),Accuracy (%)
C1,64.13276231263383,42.29137199434229,59.48361469712016,64.13276231263383
C2,28.26552462526767,72.1465076660988,28.75816993464052,28.26552462526767
C3,8.333333333333332,95.40453074433657,10.126582278481013,8.333333333333332
C4,12.0,96.95003244646333,20.33898305084746,12.0
C5,27.27272727272727,98.4345648090169,32.432432432432435,27.27272727272727
