Class,Sensitivity (%),Specificity (%),Precision (%),Accuracy (%)
C1,44.68468468468468,64.21725239616613,52.54237288135594,55.0381033022862
C2,58.707360861759426,47.43589743589743,49.92366412213741,52.75190516511431
C3,7.246376811594203,95.59352517985612,9.25925925925926,90.43183742591025
