Class,Sensitivity (%),Specificity (%),Precision (%),Accuracy (%)
C1,65.0963597430407,46.53465346534654,61.66328600405679,57.0993296770262
C2,40.04282655246253,68.2282793867121,33.39285714285714,60.207190737355276
C3,2.083333333333333,98.18770226537217,6.666666666666667,92.56550883607557
C4,14.000000000000002,97.98831927319922,31.11111111111111,92.87020109689213
C5,20.454545454545457,99.31120851596744,45.0,97.19683120048751
