Class,Sensitivity (%),Specificity (%),Precision (%),Accuracy (%)
C1,80.62098501070663,33.663366336633665,61.620294599018,60.390006093845216
C2,22.483940042826553,82.45315161839864,33.762057877813504,65.38695917123705
C3,6.25,98.12297734627832,17.142857142857142,92.74832419256552
C4,13.0,97.72874756651525,27.083333333333332,92.56550883607557
C5,31.818181818181817,99.31120851596744,56.00000000000001,97.50152346130409
