Class,Sensitivity (%),Specificity (%),Precision (%),Accuracy (%)
C1,54.28265524625267,54.17256011315418,61.01083032490975,54.28265524625267
C2,22.483940042826553,77.08688245315162,28.07486631016043,22.483940042826553
C3,19.791666666666664,89.77346278317152,10.734463276836157,19.791666666666664
C4,13.0,95.3277092796885,15.294117647058824,13.0
C5,54.54545454545454,90.60738885410144,13.793103448275861,54.54545454545454
