Class,Sensitivity (%),Specificity (%),Precision (%),Accuracy (%)
C1,63.49036402569593,47.66619519094767,61.57840083073728,56.672760511883006
C2,29.550321199143468,74.87223168654174,31.87066974595843,61.97440585009141
C3,14.583333333333334,91.97411003236246,10.144927536231885,87.4466788543571
C4,21.0,96.3659961064244,27.27272727272727,91.77330895795247
C5,31.818181818181817,98.99812147777082,46.666666666666664,97.19683120048751
